event_time,event_id,event_type,product_id,category_id,brand,price,cum_sum,points_earned,user_id,tier_id,tier_name,user_session,earn_rate
7/8/2022,event15,purchase,5833319,1.49E+18,3,1.27,44.8,1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
7/8/2022,event15,purchase,5862313,1.49E+18,3,0.79,45.59,1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
7/8/2022,event15,purchase,5809911,1.6E+18,3,5.24,50.83,5,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
7/8/2022,event15,purchase,5885378,1.49E+18,3,1.9,52.73,2,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
7/8/2022,event15,purchase,5007,1.49E+18,1,3.1,55.83,3,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
7/8/2022,event15,purchase,5833334,1.49E+18,2,0.79,56.62,1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
7/8/2022,event15,purchase,5862564,1.49E+18,1,1.71,58.33,2,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
7/8/2022,event15,purchase,5833325,1.49E+18,1,1.59,59.92,2,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
7/8/2022,event15,purchase,5854832,1.6E+18,4,5.24,65.16,5,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
7/8/2022,event15,purchase,5907836,1.49E+18,3,1.43,66.59,1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
7/8/2022,event15,purchase,5809910,1.6E+18,3,5.24,71.83,5,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
7/8/2022,event15,purchase,5857360,1.49E+18,3,1.51,73.34,2,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
10/5/2022,event16,bonus,5809303,1.49E+18,1,0.79,74.13,1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
10/6/2022,event17,bonus,5904369,1.49E+18,4,1.59,75.72,2,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
10/16/2022,event18,bonus,5904747,1.49E+18,1,1.59,77.31,2,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
10/23/2022,event19,purchase,5907880,1.49E+18,1,1.43,78.74,1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
10/23/2022,event19,purchase,5907846,1.49E+18,2,1.43,80.17,1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
10/23/2022,event19,purchase,5837288,1.49E+18,2,1.27,81.44,1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
10/23/2022,event19,purchase,5829377,1.49E+18,1,7.62,89.06,8,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
10/23/2022,event19,purchase,5904253,1.49E+18,2,1.59,90.65,2,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
11/20/2022,event20,return,5877603,1.49E+18,2,-1.27,89.38,-1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
11/24/2022,event21,return,5885388,1.49E+18,1,-0.79,88.59,-1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
11/27/2022,event22,return,5903984,1.49E+18,3,-1.59,87,-2,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
12/8/2022,event23,return,5862566,1.49E+18,1,-1.87,85.13,-2,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
12/14/2022,event24,return,5885376,1.49E+18,1,-1.9,83.23,-2,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
12/26/2022,event25,return,5833324,1.49E+18,2,-1.27,81.96,-1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
12/27/2022,event26,return,5904251,1.49E+18,4,-1.59,80.37,-2,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
12/28/2022,event27,return,5848910,1.49E+18,2,-0.79,79.58,-1,348405118,,Bronze,aa444e43-10ab-4afd-9146-ff03b7453417,1
1/4/2022,event29,registration,,,2,0,0,10,412120092,,Bronze,registration2,0
1/5/2022,event30,purchase,5852012,1.51E+18,3,9.37,9.37,9,412120092,,Bronze,225d1045-35ed-4ccc-a83c-8c8f63cb3869,1
1/5/2022,event30,purchase,5852009,1.51E+18,1,9.37,18.74,9,412120092,,Bronze,fefa4cd9-e8be-499e-ac8d-21727e8e13e6,1
1/5/2022,event30,purchase,5812925,1.49E+18,2,12.06,30.8,12,412120092,,Bronze,1e6cdf82-69b9-4424-bf42-2ae3434a5c1e,1
1/5/2022,event30,purchase,5815633,1.49E+18,2,6.35,37.15,6,412120092,,Bronze,32f76abe-2005-4358-845d-9d00cfb90678,1
1/5/2022,event30,purchase,5902086,1.49E+18,2,2.38,39.53,2,412120092,,Bronze,eed09467-901c-4607-97d9-ff52aa1ef3d4,1
1/5/2022,event30,purchase,5852012,1.51E+18,1,9.37,48.9,9,412120092,,Bronze,89ddce89-6f94-4330-97f1-b7e39e02fe40,1
1/5/2022,event30,purchase,5805751,1.49E+18,3,16.03,64.93,16,412120092,,Bronze,dc8a74ba-ba86-4b04-b474-b04897a87a48,1
1/5/2022,event30,purchase,5852010,1.51E+18,2,9.37,74.3,9,412120092,,Bronze,2bb8c495-d6a6-4857-9a64-8fabd872db3b,1
1/5/2022,event30,purchase,5614833,1.49E+18,3,15.54,89.84,16,412120092,,Bronze,8adff31e-2051-4894-9758-224bfa8aec18,1
1/5/2022,event30,purchase,5852007,1.51E+18,3,9.37,99.21,9,412120092,,Bronze,ac987c8f-872f-447a-a089-7a4c77f65423,1
1/5/2022,event30,purchase,5812925,1.49E+18,2,12.06,111.27,12,412120092,,Bronze,9ff40692-04d1-40c8-addc-1a2cc89dc24b,1
3/10/2022,event31,purchase,5550162,1.49E+18,3,11.33,122.6,14,412120092,,Silver,8adff31e-2051-4894-9758-224bfa8aec18,1.25
3/10/2022,event31,purchase,5902176,1.9E+18,1,7.94,130.54,10,412120092,,Silver,8adff31e-2051-4894-9758-224bfa8aec18,1.25
3/10/2022,event31,purchase,5815633,1.49E+18,1,6.35,136.89,8,412120092,,Silver,8adff31e-2051-4894-9758-224bfa8aec18,1.25
3/10/2022,event31,purchase,5852007,1.51E+18,3,9.37,146.26,12,412120092,,Silver,71c886ea-8041-4b9f-991a-95d15f2a06e5,1.25
3/10/2022,event31,purchase,5902086,1.49E+18,1,2.38,148.64,3,412120092,,Silver,fd7e8685-0237-46ef-89c0-80955536a657,1.25
3/10/2022,event31,purchase,5852648,1.49E+18,4,5.24,153.88,7,412120092,,Silver,2bb8c495-d6a6-4857-9a64-8fabd872db3b,1.25
3/10/2022,event31,purchase,5852016,1.51E+18,1,9.37,163.25,12,412120092,,Silver,df98613d-f80f-43f6-a48c-4aa82fa3f67f,1.25
3/10/2022,event31,purchase,5805751,1.49E+18,2,16.03,179.28,20,412120092,,Silver,dc46dcd4-f067-4632-a8f2-52f4128aafdc,1.25
3/10/2022,event31,purchase,5852007,1.51E+18,2,9.37,188.65,12,412120092,,Silver,71c886ea-8041-4b9f-991a-95d15f2a06e5,1.25
4/9/2022,event32,purchase,5212,1.49E+18,1,2.78,191.43,3,412120092,,Silver,8adff31e-2051-4894-9758-224bfa8aec18,1.25
4/9/2022,event32,purchase,5812925,1.49E+18,3,12.06,203.49,15,412120092,,Silver,9ff40692-04d1-40c8-addc-1a2cc89dc24b,1.25
4/9/2022,event32,purchase,5854288,1.49E+18,3,40.48,243.97,51,412120092,,Silver,8adff31e-2051-4894-9758-224bfa8aec18,1.25
4/9/2022,event32,purchase,5902176,1.9E+18,3,7.94,251.91,10,412120092,,Silver,8adff31e-2051-4894-9758-224bfa8aec18,1.25
4/9/2022,event32,purchase,5815633,1.49E+18,1,6.35,258.26,8,412120092,,Silver,32f76abe-2005-4358-845d-9d00cfb90678,1.25
4/9/2022,event32,purchase,5852016,1.51E+18,2,9.37,267.63,12,412120092,,Silver,64ac70dc-8b4f-4f07-bf01-2c7d6acf5cac,1.25
4/9/2022,event32,purchase,5256,1.49E+18,2,3.57,271.2,4,412120092,,Silver,8adff31e-2051-4894-9758-224bfa8aec18,1.25
5/6/2022,event33,purchase,5812925,1.49E+18,4,10.95,282.15,14,412120092,,Silver,8adff31e-2051-4894-9758-224bfa8aec18,1.25
5/10/2022,event34,purchase,5902172,1.9E+18,3,7.94,290.09,10,412120092,,Silver,2bb8c495-d6a6-4857-9a64-8fabd872db3b,1.25
5/14/2022,event35,purchase,5812925,1.49E+18,2,12.06,302.15,21,412120092,,Gold,1e6cdf82-69b9-4424-bf42-2ae3434a5c1e,1.75
5/14/2022,event35,purchase,5815633,1.49E+18,3,6.35,308.5,11,412120092,,Gold,5f648554-7a1e-4320-a5e8-c73d1df832d8,1.75
5/14/2022,event35,purchase,5764655,1.49E+18,2,29.05,337.55,51,412120092,,Gold,8adff31e-2051-4894-9758-224bfa8aec18,1.75
5/14/2022,event35,purchase,5550162,1.49E+18,3,11.33,348.88,20,412120092,,Gold,8adff31e-2051-4894-9758-224bfa8aec18,1.75
5/14/2022,event35,purchase,5835769,1.9E+18,1,5.24,354.12,9,412120092,,Gold,8adff31e-2051-4894-9758-224bfa8aec18,1.75
6/2/2022,event36,purchase,3978,1.49E+18,1,29.05,383.17,51,412120092,,Gold,8adff31e-2051-4894-9758-224bfa8aec18,1.75
6/2/2022,event36,purchase,5813417,1.9E+18,4,5.56,388.73,10,412120092,,Gold,8adff31e-2051-4894-9758-224bfa8aec18,1.75
6/2/2022,event36,purchase,5614842,1.49E+18,1,13.56,402.29,24,412120092,,Gold,8adff31e-2051-4894-9758-224bfa8aec18,1.75
6/2/2022,event36,purchase,5852009,1.51E+18,4,9.37,411.66,16,412120092,,Gold,8a224159-ea3d-4f4f-9cc4-41945d437a14,1.75
6/2/2022,event36,purchase,5902175,1.9E+18,3,7.94,419.6,14,412120092,,Gold,2bb8c495-d6a6-4857-9a64-8fabd872db3b,1.75
6/2/2022,event36,purchase,5815634,1.84E+18,1,6.35,425.95,11,412120092,,Gold,8adff31e-2051-4894-9758-224bfa8aec18,1.75
8/19/2022,event37,return,5597376,1.49E+18,2,-16.03,409.92,-28,412120092,,Gold,8adff31e-2051-4894-9758-224bfa8aec18,1.75
8/19/2022,event37,return,5764656,1.49E+18,3,-19.37,390.55,-34,412120092,,Gold,8adff31e-2051-4894-9758-224bfa8aec18,1.75
8/19/2022,event37,return,5308,1.49E+18,4,-15.71,374.84,-27,412120092,,Gold,8adff31e-2051-4894-9758-224bfa8aec18,1.75
1/12/2022,event40,registration,,,3,0,0,10,494077766,,Bronze,registration3,0
1/13/2022,event41,purchase,5801308,1.49E+18,4,5.71,5.71,6,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
1/13/2022,event41,purchase,5761411,1.49E+18,2,2.86,8.57,3,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
1/13/2022,event41,purchase,5877603,1.49E+18,1,1.27,9.84,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
1/13/2022,event41,purchase,5666749,1.49E+18,3,3.43,13.27,3,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
1/13/2022,event41,purchase,5833322,1.49E+18,3,1.27,14.54,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
1/13/2022,event41,purchase,5840113,1.9E+18,3,3.17,17.71,3,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
1/13/2022,event41,purchase,5870867,1.49E+18,3,1.59,19.3,2,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
1/13/2022,event41,purchase,5649107,1.49E+18,2,4.27,23.57,4,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/5/2022,event42,purchase,5742717,1.49E+18,3,1.9,25.47,2,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/5/2022,event42,purchase,5833332,1.49E+18,3,1.27,26.74,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/5/2022,event42,purchase,5845196,1.49E+18,2,8.29,35.03,8,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/5/2022,event42,purchase,5870867,1.49E+18,1,1.59,36.62,2,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/5/2022,event42,purchase,5747361,1.49E+18,2,0.54,37.16,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/5/2022,event42,purchase,5649154,1.49E+18,1,4.27,41.43,4,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/5/2022,event42,purchase,6537,1.49E+18,4,5.24,46.67,5,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/5/2022,event42,purchase,5833325,1.49E+18,3,1.59,48.26,2,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/5/2022,event42,purchase,5896457,1.49E+18,4,1.59,49.85,2,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5794066,1.49E+18,2,5.56,55.41,6,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5799881,1.49E+18,2,0.57,55.98,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5882781,1.49E+18,2,3.17,59.15,3,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5808300,1.49E+18,2,5.56,64.71,6,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5810157,1.49E+18,3,1.43,66.14,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5809261,1.49E+18,3,0.79,66.93,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5877597,1.49E+18,3,0.79,67.72,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5833322,1.49E+18,2,1.27,68.99,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5335,1.49E+18,3,0.4,69.39,0,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5794058,1.49E+18,2,5.56,74.95,6,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5794067,1.49E+18,1,5.56,80.51,6,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5810157,1.49E+18,2,1.43,81.94,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,4958,1.49E+18,2,1.19,83.13,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5714912,1.49E+18,2,5,88.13,5,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5763416,1.49E+18,1,0.79,88.92,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/25/2022,event43,purchase,5747357,1.49E+18,3,0.54,89.46,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
6/3/2022,event44,purchase,5714919,1.49E+18,3,5.56,95.02,6,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
6/3/2022,event44,purchase,5833327,1.49E+18,3,1.59,96.61,2,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
6/3/2022,event44,purchase,5826809,1.49E+18,3,0.63,97.24,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
6/3/2022,event44,purchase,5833326,1.49E+18,3,1.59,98.83,2,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
6/3/2022,event44,purchase,5761411,1.49E+18,4,2.86,101.69,3,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
6/3/2022,event44,purchase,5865799,1.49E+18,3,2.86,104.55,3,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
6/14/2022,event45,bonus,5810157,1.49E+18,1,1.43,105.98,1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
6/27/2022,event46,purchase,5801327,1.49E+18,1,6.35,112.33,6,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
8/10/2022,event47,return,5870867,1.49E+18,1,-1.59,110.74,-2,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
8/10/2022,event47,return,6537,1.49E+18,3,-5.24,105.5,-5,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
8/10/2022,event47,return,5833322,1.49E+18,3,-1.27,104.23,-1,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
8/10/2022,event47,return,5882781,1.49E+18,2,-3.17,101.06,-3,494077766,,Bronze,c99a50e8-2fac-4c4d-89ec-41c05f114554,1
3/23/2022,event60,registration,,,4,0,0,10,546170008,,Bronze,registration4,0
3/24/2022,event61,purchase,5600449,1.49E+18,2,15.38,15.38,15,546170008,,Bronze,676d9fcc-2a4f-4448-b49d-136f2e4208c1,1
6/5/2022,event62,purchase,5862564,1.49E+18,2,1.71,17.09,2,546170008,,Bronze,676d9fcc-2a4f-4448-b49d-136f2e4208c1,1
6/11/2022,event63,purchase,5588608,1.49E+18,1,5.4,22.49,5,546170008,,Bronze,676d9fcc-2a4f-4448-b49d-136f2e4208c1,1
1/19/2022,event78,registration,,,1,0,0,10,560109803,,Bronze,registration5,0
1/20/2022,event79,purchase,5869155,1.78E+18,2,4.76,4.76,5,560109803,,Bronze,141c0b26-51b2-4dbd-87be-5ffaec88d9a6,1
1/20/2022,event79,purchase,5859081,1.89E+18,1,4.75,9.51,5,560109803,,Bronze,c8abd33f-fd1a-479f-b5d9-2cab795cf374,1
1/20/2022,event79,purchase,5809912,1.6E+18,2,5.24,14.75,5,560109803,,Bronze,38cf4ba1-4a0a-4c9e-b870-46685d105f95,1
1/20/2022,event79,purchase,7527,1.49E+18,4,3.02,17.77,3,560109803,,Bronze,719a756b-bec4-4131-8c0f-5d161ff40c56,1
1/20/2022,event79,purchase,5261,1.49E+18,2,0.4,18.17,0,560109803,,Bronze,719a756b-bec4-4131-8c0f-5d161ff40c56,1
1/20/2022,event79,purchase,5809910,1.6E+18,1,5.24,23.41,5,560109803,,Bronze,500624f9-f268-47e1-8bac-36bddc76a24d,1
1/20/2022,event79,purchase,5823646,1.49E+18,3,5.22,28.63,5,560109803,,Bronze,c8abd33f-fd1a-479f-b5d9-2cab795cf374,1
2/9/2022,event80,purchase,5852388,1.89E+18,4,5.56,34.19,6,560109803,,Bronze,c8abd33f-fd1a-479f-b5d9-2cab795cf374,1
2/9/2022,event80,purchase,5869134,1.78E+18,2,6.35,40.54,6,560109803,,Bronze,38cf4ba1-4a0a-4c9e-b870-46685d105f95,1
2/9/2022,event80,purchase,5868466,1.49E+18,1,2.38,42.92,2,560109803,,Bronze,719a756b-bec4-4131-8c0f-5d161ff40c56,1
2/9/2022,event80,purchase,5852386,1.89E+18,3,5.56,48.48,6,560109803,,Bronze,c8abd33f-fd1a-479f-b5d9-2cab795cf374,1
2/9/2022,event80,purchase,5838935,1.49E+18,1,4.44,52.92,4,560109803,,Bronze,38cf4ba1-4a0a-4c9e-b870-46685d105f95,1
2/9/2022,event80,purchase,5868465,1.49E+18,3,1.98,54.9,2,560109803,,Bronze,719a756b-bec4-4131-8c0f-5d161ff40c56,1
2/9/2022,event80,purchase,5902747,1.49E+18,2,13.97,68.87,14,560109803,,Bronze,719a756b-bec4-4131-8c0f-5d161ff40c56,1
2/9/2022,event80,purchase,5852385,1.89E+18,3,5.56,74.43,6,560109803,,Bronze,c8abd33f-fd1a-479f-b5d9-2cab795cf374,1
2/9/2022,event80,purchase,5773361,1.49E+18,3,2.62,77.05,3,560109803,,Bronze,38cf4ba1-4a0a-4c9e-b870-46685d105f95,1
3/13/2022,event81,purchase,5838938,1.49E+18,2,4.44,81.49,4,560109803,,Bronze,38cf4ba1-4a0a-4c9e-b870-46685d105f95,1
3/13/2022,event81,purchase,5825552,1.49E+18,1,9.52,91.01,10,560109803,,Bronze,c8abd33f-fd1a-479f-b5d9-2cab795cf374,1
3/13/2022,event81,purchase,5764750,1.49E+18,3,6.35,97.36,6,560109803,,Bronze,c8abd33f-fd1a-479f-b5d9-2cab795cf374,1
3/13/2022,event81,purchase,5700037,1.49E+18,4,0.4,97.76,0,560109803,,Bronze,a739898d-8f78-4fb2-89d6-fadad1d0bf01,1
3/13/2022,event81,purchase,5802432,1.49E+18,3,0.32,98.08,0,560109803,,Bronze,a739898d-8f78-4fb2-89d6-fadad1d0bf01,1
4/22/2022,event82,purchase,5700037,1.49E+18,3,0.4,98.48,0,560109803,,Bronze,719a756b-bec4-4131-8c0f-5d161ff40c56,1
4/22/2022,event82,purchase,7527,1.49E+18,2,3.02,101.5,3,560109803,,Bronze,719a756b-bec4-4131-8c0f-5d161ff40c56,1
4/22/2022,event82,purchase,5687151,1.49E+18,1,1.9,103.4,2,560109803,,Bronze,719a756b-bec4-4131-8c0f-5d161ff40c56,1
4/22/2022,event82,purchase,5884247,1.49E+18,3,15.87,119.27,16,560109803,,Bronze,c8abd33f-fd1a-479f-b5d9-2cab795cf374,1
4/22/2022,event82,purchase,5335,1.49E+18,1,0.4,119.67,0,560109803,,Bronze,719a756b-bec4-4131-8c0f-5d161ff40c56,1
4/22/2022,event82,purchase,5883095,1.49E+18,4,11.11,130.78,14,560109803,,Silver,f3f2fd6f-2e26-4b89-8d81-a89a3b510d0b,1.25
4/22/2022,event82,purchase,5700037,1.49E+18,3,0.4,131.18,0,560109803,,Silver,a739898d-8f78-4fb2-89d6-fadad1d0bf01,1.25
4/22/2022,event82,purchase,5869134,1.78E+18,2,6.35,137.53,8,560109803,,Silver,141c0b26-51b2-4dbd-87be-5ffaec88d9a6,1.25
4/22/2022,event82,purchase,5802432,1.49E+18,4,0.32,137.85,0,560109803,,Silver,a739898d-8f78-4fb2-89d6-fadad1d0bf01,1.25
1/20/2022,event102,registration,,,2,0,0,10,576005683,,Bronze,registration6,0
1/21/2022,event103,purchase,30194,1.49E+18,4,0.38,0.38,0,576005683,,Bronze,2b5c21f6-bc00-4bdb-a22b-b3ccaf9d0c40,1
1/21/2022,event103,purchase,5807805,1.49E+18,3,4.44,4.82,4,576005683,,Bronze,28172809-7e4a-45ce-bab0-5efa90117cd5,1
1/21/2022,event103,purchase,5806922,1.49E+18,2,6.27,11.09,6,576005683,,Bronze,3b115408-d411-411b-a830-0794e7da9110,1
1/21/2022,event103,purchase,5900257,1.49E+18,4,6.03,17.12,6,576005683,,Bronze,31d72e52-2a96-4271-9e58-e007739740f5,1
2/4/2022,event104,purchase,5794157,1.49E+18,2,1.73,18.85,2,576005683,,Bronze,28172809-7e4a-45ce-bab0-5efa90117cd5,1
2/4/2022,event104,purchase,5843263,1.49E+18,3,6.86,25.71,7,576005683,,Bronze,e8ba70bf-dcb7-4a8a-86b7-85ab312d0406,1
2/4/2022,event104,purchase,5889300,1.49E+18,3,3.33,29.04,3,576005683,,Bronze,28172809-7e4a-45ce-bab0-5efa90117cd5,1
2/7/2022,event104,purchase,5723462,1.49E+18,2,0.79,29.83,1,576005683,,Bronze,28172809-7e4a-45ce-bab0-5efa90117cd5,1
2/7/2022,event104,purchase,5817690,1.49E+18,2,0.79,30.62,1,576005683,,Bronze,2b5c21f6-bc00-4bdb-a22b-b3ccaf9d0c40,1
2/7/2022,event104,purchase,5819640,1.49E+18,3,26.98,57.6,27,576005683,,Bronze,d93a9710-7f54-4d6c-ad3a-0c45cddbd68b,1
2/7/2022,event104,purchase,5866559,1.89E+18,3,3.97,61.57,4,576005683,,Bronze,d8d0fd19-7e53-4bc9-87fc-928cfd4f800d,1
